Accession,tp8,tp10,tp12,tp14,tp16,tp18,tp20,tp22,tp26,tp28,tp30,tp32,tp34,tp36,tp38,tp40,tp42,tp44,tp46,tp48,tp2,tp4,tp6
PF3D7_1316600.1,10.302154,5.043174,4.382705,7.6404,9.710237,16.579342,18.130713,19.829967,31.00388,38.835983,43.195896,50.207924,56.205166,58.724174,77.169518,112.64782,118.128723,108.878967,110.993752,62.196697,40.940193,45.051044,16.290953
PF3D7_1316700.1,0,0,0,0,0,0,0,0,0,0,0,0,0.065874,0.286419,0,0,0.505111,0.764287,0,0,0.257541,0,0
PF3D7_1316800.1,26.420341,26.765465,32.293068,39.966919,41.813545,38.975704,31.78105,24.886469,32.222702,47.749756,55.718719,59.01273,60.794098,50.874298,51.153477,44.840122,28.079067,15.914913,19.018806,15.755353,11.912134,19.92539,12.158281
PF3D7_1316900.1,13.737892,8.340842,10.944939,9.543277,7.561617,9.044486,8.785189,8.195134,12.184628,11.680819,12.756058,15.721497,15.216094,13.12408,12.966303,14.790753,10.672914,7.578045,7.063561,4.312912,3.830455,6.17866,4.035592
PF3D7_1317000.1,20.02014,15.079738,15.758219,18.412998,18.609159,22.384747,19.508829,18.584707,17.7376,20.164255,22.29735,20.444267,23.974371,22.148369,23.41501,20.792397,19.474638,15.153779,15.184233,7.625092,5.714922,9.738847,5.037937
PF3D7_1317100.1,10.142431,6.958659,9.856096,9.093873,10.535808,8.145216,8.131641,10.223913,46.680302,80.303108,95.864403,122.613213,163.984314,188.12822,200.338867,196.611176,170.323349,103.541176,97.846764,39.627888,25.583689,29.123529,12.863924
PF3D7_1317200.1,2.88327,1.443536,3.439775,5.01716,9.912477,23.37751,35.482456,36.555374,42.005184,33.982109,25.751162,19.157688,17.635105,11.159391,9.932674,8.150517,6.482854,3.294589,3.457804,1.505673,1.394016,1.863222,0.786835
PF3D7_1317300.1,6.153126,5.840144,14.897446,19.009787,19.850378,26.089718,19.594215,19.133013,16.712009,30.811251,34.444168,30.056034,37.577148,30.202347,28.496277,26.186272,16.789764,10.742849,8.244508,6.732332,3.299634,5.497788,3.850907
PF3D7_1317400.1,3.112385,1.675122,7.08304,10.559658,15.497555,9.032321,20.273245,21.773563,23.433069,24.139393,24.857662,19.11058,25.021635,4.741123,15.841984,13.757968,7.40293,4.42531,4.567301,3.106687,1.444992,3.353221,2.256133
PF3D7_1317500.1,0.485074,0,0.743822,0.526406,0.969747,0.17002,0,0.902158,0.362315,0,1.277778,2.184354,1.392339,1.586634,1.691711,2.800346,0.429407,0.546773,0,0,1.623215,0,0.602672
PF3D7_1317600.1,1.671251,0.845466,2.257337,1.887291,1.374882,2.037821,1.813121,1.210172,5.315474,6.962764,7.680022,7.179354,7.95737,8.47464,7.786135,6.855453,3.721332,2.59737,2.939929,0.916903,0.701684,0.833184,0.982448
PF3D7_1317700.1,2.119597,1.620217,5.608264,2.503717,2.098261,2.299103,2.289758,2.181356,0.857912,2.111246,0.889301,0.502112,0.391998,1.268284,0.617083,0.29132,0.457051,0.24736,0.165583,0.166729,0.896656,1.17751,0.760384
PF3D7_1317800.1,312.079254,331.579498,422.975159,424.807312,454.648712,522.402832,436.700348,466.578247,449.126923,533.016479,470.83078,420.912933,69.413589,314.797302,291.518433,248.4664,146.794006,11.026258,81.884773,90.350334,124.308548,191.502548,170.77327
PF3D7_1317900.1,13.849319,8.47298,8.899567,9.29135,8.331613,7.804098,6.454362,5.789919,4.116347,4.71972,5.105425,2.820572,2.794289,2.033113,0.876748,1.322113,1.014057,1.008882,1.165454,1.263097,2.188963,3.327683,3.025858
PF3D7_1318000.1,0,0.989798,0,0.999405,0.472643,0.923028,0.632303,0.998805,0.765843,0.767922,0.995481,1.673621,4.888454,13.965554,34.601254,62.749386,66.258514,64.475937,60.199142,46.072319,19.803579,23.120747,8.640054
PF3D7_1318100.1,0,0,0,0,0,1.077589,0,0,0,0,0,0,0,0,0,0,0,5.688745,0,0,0,0,0
PF3D7_1318200.1,0.634499,0.218434,0.627613,0.780062,0.260023,0.746713,0.62328,1.480041,0,1.333707,0.563505,0.582509,1.0275,0.881719,0.725338,0.688157,0.21546,0.797948,0.386253,0,0,0.605768,0.416426
PF3D7_1318300.1,2.194502,1.435046,3.621514,4.916498,6.963433,10.436885,8.696678,11.380754,15.206224,16.039278,13.23576,12.790956,12.048406,10.185276,8.352821,8.313642,7.768419,4.422306,3.849633,1.470391,1.94124,2.170683,1.166688
PF3D7_1318400.1,2.63411,2.021524,2.359722,3.793772,3.558152,2.825856,2.142671,3.851878,12.132324,19.68272,21.010212,31.512957,42.391804,43.535957,49.176376,44.195377,41.471554,24.331579,26.441221,8.092082,5.164639,6.556924,2.926569
PF3D7_1318500.1,0,0.094313,0,0,0,0,0,0,0,0,0,0.059229,0,0,0.504038,0,0,0,0,0,0.00189,0,0
PF3D7_1318600.1,0.118081,0.040047,1.281506,0.526068,1.009932,0.636581,0.441859,0.455896,1.753278,2.179137,4.553579,4.423608,2.607762,5.536176,5.153585,1.726298,5.621161,3.798271,1.730982,1.068809,0.724071,0.655881,0.666839
PF3D7_1318700.1,6.700149,1.794057,2.705787,1.378123,1.430213,1.335337,0.926367,0.551042,0.806672,0.861326,0.790081,1.271519,0.923398,4.310874,13.802815,34.051559,56.877213,44.467258,69.514099,39.225559,25.234045,23.587883,8.8544
PF3D7_1318800.1,44.49453,31.153301,31.076204,25.04377,24.311516,28.459385,24.546038,23.033503,28.796944,34.415638,30.661293,33.234402,31.859692,30.594603,29.780331,32.915569,38.643208,31.28895,51.108479,41.090359,38.438934,47.39011,24.835003
PF3D7_1318900.1,0.054791,0.013082,0.012686,0.016081,0.013489,0.028754,0.017681,0.002481,0.003301,0.00132,0.000254,0.000283,0.000356,0,0.000465,0.000146,0.000593,0.00117,0.001806,0.000697,0.003011,0.00591,0.003538
PF3D7_1319000.1,2.871613,1.829253,2.898541,2.957396,2.478734,2.972346,1.990257,2.54341,3.360008,4.938284,6.687285,8.374924,7.125134,5.533862,5.818981,5.79779,4.818657,2.255038,2.626562,1.211229,1.107652,1.111544,0.876196
PF3D7_1319100.1,44.726109,40.531948,30.290342,25.765543,25.882519,20.161659,14.142904,9.250632,7.53768,7.980824,7.055096,9.811594,11.574128,13.397099,14.426555,14.152805,13.784447,16.104349,17.102776,11.463219,19.228939,29.999281,20.57682
PF3D7_1319200.1,2.975543,1.954695,1.023756,1.204054,1.208608,1.340928,0.630736,0.904112,1.210448,1.008018,0.715429,0.990306,0.492588,0.624826,0.552985,0.630582,0.852817,0.664049,0.369979,0.114529,0.38918,0.501461,0.370032
PF3D7_1319300.1,81.386055,42.629566,18.966257,50.279797,46.360817,48.827499,33.53788,38.302029,32.126644,35.930126,29.750292,23.587828,20.99906,13.046754,10.512609,9.863763,7.630677,8.20467,10.984855,8.291461,13.262289,24.196604,18.1887
PF3D7_1319400.1,13.167929,0,0,3.862031,4.651015,3.546553,3.044469,4.477209,18.527733,28.14926,37.274815,54.507889,68.159203,72.823326,77.513046,67.754242,67.448463,37.354702,35.956455,14.64396,10.429316,12.165749,5.378262
PF3D7_1319500.1,0.005955,0,6.6e-05,0.152548,0.000289,0.02309,0.040695,0.030625,0.038257,0.186783,0.009305,0.2637,0.27216,0.173888,0.036502,0.011579,0.00601,0.000192,0.001711,0.025301,0,0.000969,0
PF3D7_1319600.1,0.33544,0.463322,0.36756,0.303361,0.6722,0.397199,0.290823,0.284594,0.192075,0.111637,0.234952,0.354137,0.353333,0.46981,0.537046,0.847952,1.042815,1.006347,0.867487,0.426973,0.062275,0.197098,0.188413
PF3D7_1319700.1,0.803354,0,1.029902,0.241293,0.320222,0.173148,0.236252,0.389345,1.12289,2.769322,3.204524,3.076239,4.642387,3.890341,3.488348,3.556566,2.245938,1.162828,0.972202,0.512509,0.116266,0.286185,0.518579
PF3D7_1319800.1,1.202017,0.31288,1.085966,3.26412,2.299194,2.889494,2.388914,0.782382,1.284698,1.714989,1.481701,1.355751,1.004173,1.049748,1.724654,1.764104,1.329012,1.658548,2.1138,1.787498,2.53407,2.765055,1.680388
PF3D7_1319900.1,0.821387,0.519863,0.380999,0.417252,0.518463,0.613584,0.381718,0.498344,0.992312,1.491068,1.714202,1.091212,1.255287,0.859512,0.521619,0.391699,0.69353,0.427129,0.088151,0.160393,0.399927,0.182683,0.089148
PF3D7_1320000.1,33.650902,2.15057,3.91647,5.414864,4.053776,2.644877,13.969853,17.486372,10.567189,5.374151,11.57325,5.455493,1.887558,3.022241,2.959354,3.686043,2.022357,0.927772,1.096798,2.066513,18.207729,6.718745,1.052862
PF3D7_1320100.1,0.687477,0.106205,0.285818,0.076564,0.19207,0.400362,0.105505,1.307119,5.680529,4.618886,11.758749,8.325025,12.964835,15.589904,12.625581,12.851509,10.745542,5.070746,3.730726,1.171227,2.10455,0.511399,0.258648
PF3D7_1320200.1,1.480083,0.924191,0.762741,1.07432,0.977891,0.592331,0.600479,1.588285,3.955205,7.205793,4.999763,6.059915,7.474548,7.06644,8.444829,7.442868,5.731151,3.452558,3.288344,1.276999,1.315705,1.545912,1.055953
PF3D7_1320300.1,1.204539,0.386986,1.605176,2.279569,1.629442,1.740359,2.385735,1.872492,4.050956,4.224509,5.533146,5.61276,5.997964,3.658435,3.836062,4.364746,2.738288,1.448479,2.061455,0.755945,0,0.943755,0.05899
PF3D7_1320400.1,4.047942,4.504072,2.748852,6.631309,9.980804,11.170022,12.35499,18.411255,25.894495,35.214287,26.930254,35.825531,34.505329,24.838562,18.776093,15.520655,12.551423,6.813396,5.942388,3.49653,1.772181,4.021419,1.266614
PF3D7_1320500.1,3.837315,2.765967,5.184729,7.893684,11.556235,15.302123,10.597276,15.715618,17.198742,19.603348,23.602077,19.344995,24.083929,20.680553,16.956549,17.738884,9.91269,6.735393,5.060781,2.554662,4.190324,1.18688,2.395018
PF3D7_1320600.1,19.048691,16.691551,21.190729,20.1761,18.505463,20.296062,18.335283,15.481441,16.011106,19.157213,21.251087,23.036274,21.12332,19.516096,18.045807,28.498159,30.584356,34.202126,34.488464,31.257645,22.857735,20.899185,13.570898
PF3D7_1320700.1,0.783756,0.754459,1.357718,0.850372,1.227695,0.997653,0.45485,0.632276,1.804056,2.095417,2.976424,4.81885,6.226588,14.603738,23.810612,35.058846,35.06366,30.508924,26.4016,11.38753,7.290486,7.765689,2.928849
PF3D7_1320800.1,4.55099,0,3.40965,0,1.72061,0,1.539327,8.859517,29.806269,48.644985,47.061794,55.368187,51.398724,42.290115,35.928642,24.188627,16.745617,10.346927,11.747638,5.906465,1.785122,3.053515,1.689313
PF3D7_1320900.1,26.957903,31.755953,42.221973,53.409588,56.078598,53.949394,47.495396,44.904724,48.782032,62.050476,70.148361,64.28064,61.703205,57.127697,43.825451,29.856092,22.469748,14.042001,13.936561,8.046921,13.99157,18.17382,13.591525
PF3D7_1321000.1,0,0,0.041141,0.365453,0.082132,0.086724,0.169284,0.099891,0,0,0.162672,0,0,0,0.056714,0,0,0,0,0.051191,0,0,0
PF3D7_1321100.1,1.410344,0.786025,0.713093,0.00053,0,0.388518,0.289603,0.333015,0.862141,1.0204,1.500784,1.97982,0.601242,17.826502,47.914608,71.518578,69.421494,71.717171,89.820702,33.771343,18.481287,8.812031,8.334408
PF3D7_1321200.1,20.957275,17.559086,12.946779,16.417774,18.044338,20.253723,18.345659,18.437519,16.049168,21.256252,15.623722,13.465804,18.972317,13.097312,18.78618,25.805838,25.911608,16.361105,17.855467,6.8084,12.026351,13.473134,6.378559
PF3D7_1321300.1,6.574628,5.121052,8.127706,8.329696,7.234431,5.928477,4.872136,5.894206,5.426804,5.926283,5.555348,4.906769,6.514093,4.691794,4.789131,6.178918,6.765321,6.475852,7.466015,5.927005,6.167746,6.700095,4.307178
PF3D7_1321400.1,0,0,0,0,0,0,0,0,0,0,0,1.0636,0,0,20.571999,22.756657,6.246505,6.056409,12.638485,5.486582,0,61.130402,23.707275
PF3D7_1321500.1,2.959467,1.536071,2.367812,1.75291,1.857276,2.625993,1.523374,2.566942,5.236042,6.751259,9.959683,12.441193,24.709579,42.861755,60.076687,84.73571,79.975349,65.496361,71.220207,34.170357,18.158642,23.291496,6.143875
PF3D7_1321600.1,0,0.246204,0,0,0,0.53108,0.260883,0,0,0,0,0,0,0,0.748944,0.346008,0.767624,0.108208,0.290761,0.484269,0,0.152145,0.252824
PF3D7_1321700.1,130.744186,80.478973,111.34433,116.150192,102.645035,110.110168,75.414139,86.894501,110.695404,129.17717,104.744209,115.018898,117.889442,85.18013,89.56459,71.89489,63.559814,32.925068,39.529648,16.868965,21.186968,40.333759,27.96497
PF3D7_1321800.1,30.606525,39.571297,29.39992,31.410727,38.564705,44.234756,36.393547,33.706673,30.286308,26.253614,21.55715,21.164351,17.14662,18.208921,19.135824,14.720938,21.841051,17.661636,19.244192,20.863552,29.926815,40.161522,28.381546
PF3D7_1321900.1,15.085048,50.77388,0.014807,28.550024,37.760262,34.856747,2.211076,26.273058,25.941858,34.049309,28.22348,25.14607,4.458375,17.805704,24.446722,0.18071,17.903625,1.893303,0.681472,110.623505,0.278347,0.267302,37.069897
PF3D7_1322000.1,1.714819,1.088994,1.013388,0.912977,0.59783,0.738856,0.378102,0.983519,2.116353,3.694844,6.185857,7.009763,10.608108,10.822767,11.378348,10.985235,7.756104,5.245316,3.805268,3.484554,2.493755,2.573718,1.162003
PF3D7_1322100.1,66.689217,44.570801,41.621803,41.578247,39.424664,36.046112,23.644602,19.101492,20.451487,22.559381,16.648802,15.480581,14.867052,9.143298,7.856401,6.592364,8.362982,8.797976,13.89257,8.211283,11.750913,24.747122,17.02717
PF3D7_1322200.1,4.950728,2.081154,3.57441,4.32361,3.031542,0,3.485327,7.26774,10.047728,7.133167,7.480181,9.126406,18.527433,31.172071,21.803194,32.846436,16.460821,14.05156,19.245344,4.033189,1.610792,0,1.433775
PF3D7_1322300.1,1.615636,0.535093,1.973219,1.155307,0.889538,0.898479,0.956057,1.727237,5.290143,8.768026,11.258737,9.433993,11.30178,9.047072,9.302507,6.646362,5.475776,2.869206,3.090497,0.763475,0.62233,1.1807,0.74716
PF3D7_1322400.1,0.515899,1.602931,2.181065,1.729112,2.023206,2.830487,0.964038,1.530417,1.735825,1.007693,1.534141,1.468002,1.393776,0.906748,0.396324,0.418181,0.853597,1.012722,0.396665,0,0.720432,0.627466,0.524788
PF3D7_1322500.1,2.183158,1.985405,2.064804,1.989124,1.413163,2.579141,1.163279,1.444202,3.521365,6.359127,9.632116,15.117002,22.458954,45.690002,57.132198,72.757591,75.550873,61.535164,53.428467,24.487551,18.191324,16.538971,8.144347
PF3D7_1322600.1,0.199156,0.318556,0.307726,0.218315,0.373177,0.367063,0.26526,0.164497,0.406146,0.244215,0.689119,0.875399,1.36315,4.318908,7.798907,10.557664,12.532793,9.628221,5.963542,4.82847,2.083892,2.649557,1.281458
PF3D7_1322700.1,3.25982,0.849328,2.567335,2.440159,2.247686,2.154212,1.008915,2.085428,4.369272,6.31604,7.610482,5.729768,5.773389,6.845251,4.923709,3.48866,3.575078,1.271047,1.24481,1.107802,0,1.156548,0.45442
PF3D7_1322800.1,0,0,0,0.430088,0,0.778081,0.188108,0,1.508094,1.304217,2.427891,2.09346,3.540236,3.452017,2.83684,2.790322,1.701091,0.665627,0.677705,0.833697,0,0.46116,0
PF3D7_1322900.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1323000.1,32.783211,12.882703,9.641096,7.583827,11.496007,8.354365,5.74809,4.700371,4.720615,4.694297,4.426785,4.993657,8.137245,2.582578,2.484772,2.331605,1.130571,0,2.15792,1.663674,3.449464,3.07771,1.03204
PF3D7_1323100.1,342.598022,280.296997,435.494476,399.043091,347.245453,430.20694,429.586639,392.541412,373.793365,416.508118,416.236633,342.91925,358.416168,287.100739,215.97905,193.824829,96.357521,67.15136,59.097042,61.208427,86.647926,130.364029,116.468719
PF3D7_1323200.1,88.0532,36.728901,62.14677,71.552994,61.900467,79.213432,75.384102,75.533569,70.748207,82.935982,89.069679,109.745636,101.111778,114.240303,129.97818,123.894569,85.770645,50.82486,38.183674,17.954166,18.962269,22.298578,15.586275
PF3D7_1323300.1,1.407441,1.583608,0.871651,1.414725,0.906789,0.871234,0.724669,1.685196,1.395752,2.376511,3.063096,4.631676,6.577566,7.608016,5.510058,5.999663,3.770931,2.511623,1.94525,1.148269,0.884724,1.406249,0.259735
PF3D7_1323400.1,205.097122,173.355194,279.44931,237.070679,237.858109,270.610535,226.207092,238.432877,246.811844,288.197418,264.262268,225.028412,254.5755,193.952637,160.514969,144.060715,79.717857,54.558266,54.297039,43.606186,53.523621,87.877403,70.135101
PF3D7_1323500.1,12.964447,27.918669,32.425251,37.120987,42.039124,50.565769,41.491516,35.439827,33.827641,37.330387,43.635715,40.709625,47.869419,45.86824,41.342106,39.478264,24.73472,16.940729,16.055706,9.421902,8.988358,17.355062,12.633394
PF3D7_1323600.1,7.53773,6.248335,5.698193,6.543674,8.535227,7.037263,16.103264,23.702171,44.622898,61.708622,68.908401,76.439354,76.277756,65.496658,58.645035,46.610897,35.57999,18.409775,18.749983,7.471394,7.688779,5.022032,4.16049
PF3D7_1323700.1,6.881274,6.97717,4.768103,4.822673,3.186237,6.373719,3.6677,4.36938,8.057165,15.378982,22.307554,41.55843,89.331337,290.040741,572.090454,870.037292,999.458801,923.872253,853.905457,592.482361,354.284149,310.749329,118.564049
PF3D7_1323800.1,3.88409,3.982393,6.468052,6.652779,6.42547,4.525969,3.885144,2.76616,2.607117,4.322889,4.139415,5.164018,5.165626,4.756357,5.791922,5.307395,4.067052,2.571372,1.843818,1.123806,1.089073,1.481971,1.515141
PF3D7_1323900.1,24.533691,20.196239,25.29048,26.853313,26.981592,20.208694,16.289949,15.640567,14.876464,16.013288,17.620798,10.753093,13.485936,8.619793,6.611297,9.288507,7.686792,4.369179,4.337921,4.245232,3.836012,7.289485,8.398345
PF3D7_1324000.1,6.463131,4.056926,5.943677,6.856679,7.224564,8.304706,5.835808,4.357795,5.932589,4.734955,3.708821,3.456647,2.921463,2.42988,2.192275,1.769052,1.50032,0.60422,1.071762,0.427901,0.81723,1.783611,1.21483
PF3D7_1324100.1,0.12316,1.015237,0.986195,1.272939,2.276285,1.776837,1.123805,3.962972,1.254631,3.008656,5.20357,3.255461,22.461946,10.277612,18.432083,13.652816,14.546406,10.071026,19.411911,7.805547,5.298133,3.920764,2.591781
PF3D7_1324200.1,0,38.691177,61.849236,1.078263,47.520855,0.077401,37.035877,0.867039,1.527664,38.940765,0.079517,0,49.707134,38.633015,50.149632,2.891776,33.629372,5.247436,0,0,0,0,0
PF3D7_1324300.1,7.335936,0.35,1.096812,0.684986,0.242029,0.832074,0.645904,0.89397,3.34117,2.64094,4.913277,3.080765,4.577177,3.648794,5.319617,2.888571,2.658957,0.908559,1.63865,0.696931,0.660301,0.905353,0.589547
PF3D7_1324400.1,54.504784,59.973148,64.154671,55.301277,53.867378,41.457012,33.577972,20.719633,13.977002,15.272663,12.971584,12.433333,16.779755,16.542988,13.311993,13.591879,11.241713,13.486267,11.062926,16.66983,22.834333,39.334175,38.620476
PF3D7_1324500.1,1.358976,0.439238,1.268657,0.458363,1.405144,1.127807,0.813142,1.804434,5.019264,9.905683,10.393555,10.44761,13.720245,10.728642,9.728921,8.285823,6.089279,3.91669,3.092076,1.501514,1.078457,1.304159,0.708008
PF3D7_1324600.1,0.419275,0.492285,0.949467,0.549588,0.84442,0.98838,0.693634,0.542757,2.644672,3.967081,3.536286,4.148479,5.607026,4.655225,5.321651,3.757912,3.166402,1.519895,1.776509,0.809871,0.542999,0.631667,0.104406
PF3D7_1324700.1,28.800467,28.576572,25.002865,23.585581,24.294889,11.966411,17.462381,14.573171,12.823377,15.538916,17.738493,10.904076,25.126072,28.595482,40.29565,49.087559,44.742367,43.239796,33.440601,22.942741,6.277923,12.558107,14.153788
PF3D7_1324800.1,3.895978,2.55201,4.753649,3.030574,6.028804,1.751541,3.076362,6.061711,15.783193,29.659939,31.629129,38.228535,46.922791,40.824879,36.680363,27.082592,20.637283,12.069851,12.778373,3.901617,2.74662,4.356424,3.500868
PF3D7_1324900.1,695.984985,943.660461,1088.061279,1227.091919,1352.888916,260.410492,1162.592651,1527.72168,3070.180176,650.709167,3872.10791,3776.78418,807.73584,2751.884766,772.211365,895.181641,931.1604,486.76593,484.067444,443.619843,471.126495,632.094177,8.908668
PF3D7_1325000.1,45.611553,25.070148,12.288703,3.740726,2.406941,0.647046,2.388429,2.172289,1.387015,0.179891,0.56509,1.479182,0.236065,1.340169,0.505144,0.51237,14.957429,0.386671,6.689543,5.743255,9.312982,12.065555,1.32305
PF3D7_1325100.1,213.983994,153.92836,159.609009,177.178009,174.331543,188.251205,150.183426,181.354385,230.020905,269.49057,241.502762,230.399399,169.688599,159.574356,135.059692,96.652473,79.464127,45.744984,58.437542,31.452858,34.044353,72.132034,58.332943
PF3D7_1325200.1,0,1.41396,1.086532,1.006504,0.926778,0,0.922944,0.583966,0.75667,0.484782,0.703719,0,0,0.357696,1.072289,0,1.183251,0.421946,1.444284,0,0.227495,2.434462,0.673061
PF3D7_1325300.1,0,0.61034,0,0,0,0,0,0,0,0,0.377884,0.181656,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1325400.1,0.624681,0.688909,1.200259,0.849358,0.138569,0.670536,0.081527,0.214062,0.439038,0.721823,0.58324,4.165625,5.940484,8.009117,22.002874,13.160412,14.865203,19.810373,11.71638,5.33757,3.275964,3.438017,0.581647
PF3D7_1325500.1,0,0,0,0,0,0,0,0.409604,1.811162,2.656609,2.430631,1.764618,0.015402,0.25377,0.110039,0.005128,0.004104,0.052453,0.01461,0,0,0,0
PF3D7_1325600.1,0,0,0.332885,0.013749,0,0.052085,0.003286,0,0.028044,0.020749,0.055067,0.024395,0.160359,0.227373,0.778564,0.006446,0.014559,1.490476,0.280659,0.80405,1.017202,0.150502,0.001728
PF3D7_1325700.1,0.729125,0.75396,1.454286,0.678198,0.52728,1.139686,1.309686,2.022681,4.110031,4.39368,4.683436,5.393163,6.14788,3.07983,6.043418,3.954378,3.626473,2.122605,1.606397,1.989298,0.487481,0.875048,0.994846
PF3D7_1325800.1,1.501915,0.814516,0.794955,1.47438,2.478691,3.17208,5.417322,10.384724,16.790726,16.795366,11.133691,5.655894,4.054356,2.073068,2.345305,1.425171,0.900006,0.598224,0.55582,0.32162,0.361248,0.164009,0.471518
PF3D7_1325900.1,0,0,0.357366,1.572038,0.143927,1.495229,0.278065,0.32354,0.295309,6.566974,0,15.920221,22.863405,29.821756,26.847477,19.493074,23.326084,10.705291,14.578169,0.799864,0.753174,3.118115,1.419542
PF3D7_1326000.1,1.289509,0,1.88861,0.832266,1.633117,1.164258,1.713633,1.924105,4.280966,7.575929,15.288949,18.663919,21.000818,24.992302,29.489965,32.636967,29.081068,24.41946,22.733677,15.650407,9.350794,8.241284,4.495526
PF3D7_1326100.1,0.961295,1.025846,1.729414,2.678629,3.346862,3.118273,3.504018,4.034615,5.349614,1.922629,5.708643,6.793775,3.256537,5.716787,4.030841,1.151212,5.624887,0.321109,0.556538,3.40328,1.40902,1.338827,1.372512
PF3D7_1326200.1,1.339998,0.076097,0,0.04487,0.173251,0.048773,0.627801,0.362588,0.892356,0,0.672008,0,0.710441,0.83007,1.178308,0.624159,0.131661,0.462084,0,0,0,0.177382,0.063262
PF3D7_1326300.1,142.461227,88.314606,114.017647,91.774803,93.292206,103.989227,74.439529,84.578171,99.912666,133.636719,99.48703,122.482552,127.427223,104.244278,99.024933,92.717033,69.041946,39.263218,38.729382,19.137571,27.433308,47.226875,32.707863
PF3D7_1326400.1,36.460377,25.402269,34.441872,32.594948,33.033199,35.879662,28.219856,26.718056,31.811661,44.432961,33.930923,37.374371,38.984692,32.14912,28.862774,23.388924,14.132571,8.035001,9.425719,5.878325,5.826479,8.948572,11.526889
PF3D7_1326500.1,0.407352,0.187073,0.430044,0.671646,0.579589,0.551719,0.358554,0.522498,1.015615,2.235806,2.360846,2.860413,3.254819,2.512119,2.985222,2.368218,2.053646,1.4233,1.160122,0.81577,0.408868,0.347924,0.143421
PF3D7_1326600.1,1.549383,0.5333,1.107264,1.147943,1.06671,0.949205,0.677712,1.457141,5.534286,8.682482,9.158326,11.75571,13.283912,11.395752,12.127924,9.893797,9.52749,5.173912,4.513823,1.846239,1.184415,1.700985,0.655715
PF3D7_1326700.1,8.856947,4.292098,5.645035,5.858147,4.734954,5.385459,6.355473,2.587607,4.319791,4.92888,4.934264,3.872416,2.858626,3.806297,4.388829,4.510202,5.372474,5.852011,6.999898,4.150958,2.302311,4.482756,2.119493
PF3D7_1326800.1,3.392466,1.03176,2.689259,1.241613,2.229255,1.346813,2.345458,1.176938,2.183052,2.963176,5.036424,2.797742,4.115514,3.66007,4.760825,4.796878,2.548687,1.575105,1.471731,0.338625,0.427285,0.817048,1.477036
PF3D7_1326900.1,2.142124,3.652321,4.125307,4.068467,3.587908,4.156193,3.223173,2.550718,3.309253,3.646123,2.068756,3.049586,2.589414,1.715538,1.831718,2.163164,1.930438,1.257267,2.011247,1.214301,1.370973,1.504554,1.252041
PF3D7_1327000.1,0,0,1.299062,0,0,1.840717,0,2.306556,8.472937,2.540062,8.290706,6.941898,1.465367,3.615025,1.654193,3.347026,2.987652,0,0,0,0,0,0
PF3D7_1327100.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1327200.1,9.87412,6.920892,16.615707,9.989719,7.453739,9.008655,8.932492,10.833133,7.058767,10.293183,7.861756,6.264173,9.676353,5.851189,3.565839,3.415411,2.633395,1.992571,1.12566,1.904359,1.829197,4.467668,4.439925
PF3D7_1327300.1,15.847696,7.880175,9.846452,3.031353,7.516781,7.261336,5.030427,4.953568,6.190072,6.880997,6.348908,5.51022,5.043681,4.901664,12.445165,24.991106,51.092907,86.262856,130.040985,65.662132,51.536407,54.639503,24.76544
PF3D7_1327400.1,0.002349,0.001888,0.017773,0.009768,0.00455,0.00077,0.004393,0.017426,0.076116,0.178369,0.495653,0.592211,2.853616,3.696732,3.870291,3.252325,1.423751,0.61701,0.154332,0.161195,0.057256,0.027145,0.010902
PF3D7_1327500.1,0,0.203697,0.496706,0.442625,0.217032,0,0,0.478388,0.268228,0.136017,0.128824,1.437503,1.449366,4.239977,5.408201,9.686259,10.424135,7.763098,6.776188,3.774102,2.805093,1.539389,1.192066
PF3D7_1327600.1,1.670925,0.996253,1.704848,1.273196,0.869544,1.456467,1.639866,1.828534,2.238868,2.512979,2.328402,1.766216,0.979778,1.392605,0.929774,2.226682,4.934822,5.766233,6.767097,6.074362,4.086425,4.230209,1.909377
PF3D7_1327700.1,5.950348,4.896772,7.139328,6.349979,4.38729,3.763857,3.402484,4.367546,5.512098,5.000309,5.036901,3.669714,4.294148,5.172898,2.871573,1.571718,0.929946,0.743702,1.199911,1.659437,1.096103,2.741752,2.914073
PF3D7_1327800.1,47.57222,63.836727,50.110962,51.203568,55.338299,54.406143,47.962021,46.546658,56.516594,54.040226,57.603233,53.714951,52.432415,35.338066,26.275146,21.868055,14.372997,8.908811,12.108171,12.787646,15.856541,28.16276,25.375616
PF3D7_1327900.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1328000.1,1.166486,0.543055,0.759742,0.819237,1.348197,0.858554,0.576094,0.584206,2.488216,4.89073,5.735788,7.202285,10.150901,9.827332,9.656191,9.572232,7.897328,4.35603,3.139145,1.354768,0.971784,1.368231,0.499293
