Accession,tp8,tp10,tp12,tp14,tp16,tp18,tp20,tp22,tp26,tp28,tp30,tp32,tp34,tp36,tp38,tp40,tp42,tp44,tp46,tp48,tp2,tp4,tp6
PF3D7_0612300.1,0.231137,0.479597,0,0,0,0.138535,0,0.163552,0.682277,0.996334,1.20552,0.753113,0.952748,1.179066,2.157975,1.114039,0.994777,1.401933,1.409921,0,0,0.273472,0
PF3D7_0612400.1,0.753042,0.454626,1.080201,1.80133,0.922905,0.932924,0.667615,0.738469,2.296781,5.226652,8.67046,10.639662,8.255481,14.422155,11.751962,15.4903,9.514484,7.852503,6.833579,3.846759,1.85994,1.788439,0.996692
PF3D7_0612500.1,4.893847,2.12044,0.554906,1.789835,0.710027,0.7345,0.504932,0.276724,0.177308,0.013549,1.706053,2.361892,0.064543,0.046895,0.132835,0.064401,0.055328,0.133107,0.00825,0.009115,0,0.041162,0.006383
PF3D7_0612600.1,5.662781,3.491886,6.084852,6.424877,6.191971,8.29186,5.920711,7.339659,5.570085,7.539408,8.059313,6.559592,3.590468,5.689027,5.392721,3.258866,9.92701,3.558713,3.072951,0.173684,0.315062,2.373695,0.400135
PF3D7_0612700.1,3.591809,0.796514,0.076259,0.396243,0.118273,0.132243,0.144134,0.119532,0.118854,0.137047,2.045074,3.017364,5.858761,9.203342,30.722971,44.163548,66.999519,57.711639,55.608547,37.58688,19.009903,22.979763,8.742605
PF3D7_0612800.1,27.943672,34.156639,6.192353,29.715109,3.447572,11.141886,6.841156,7.50955,12.594993,5.506296,22.988453,37.001774,6.325219,10.629256,9.822534,3.428142,5.517437,3.405323,7.868118,5.269854,5.439765,1.800875,0.024681
PF3D7_0612900.1,93.90905,79.794144,95.177193,93.085396,86.531036,103.818695,71.816338,81.863289,73.588814,81.419037,53.569298,55.043266,43.346172,34.924236,27.903582,23.565466,16.439686,12.226781,14.68319,10.145738,17.340157,31.188866,25.776564
PF3D7_0613000.1,0,0,0,0.070818,0,0,0,0,0,0.100561,0.873817,0.924458,0.926326,0,0.80099,0,0.343576,0.227517,0.095798,0,0,0.001919,0
PF3D7_0613000.2,0,0,0,0,0,0.065206,0,0.246929,4.872532,1.482531,6.444184,10.182358,5.808215,5.512782,3.539549,0.439445,1.353925,0.568502,0.37474,0.165724,0.371164,0.421014,0.027424
PF3D7_0613000.3,0.054196,0,0.746939,1.616649,0,0,0.382287,2.283849,5.038602,4.48504,10.460524,11.001423,6.742491,6.37189,4.442917,3.829694,2.514936,0.021212,1.182672,3.743728,0.06598,0.658261,0.263634
PF3D7_0613100.1,5.408877,1.612067,4.611146,3.190376,7.088013,2.161939,1.855397,5.980233,2.656487,1.758943,1.794733,1.690837,2.821279,2.536433,1.768757,5.378332,5.244236,2.124752,4.721177,3.559509,3.703916,1.021386,1.778084
PF3D7_0613200.1,0,0.361931,0,0.004679,0,0.154414,0.002436,0,0.516496,0.234824,0.922306,2.707385,4.70027,3.42497,6.65229,2.336481,0.763059,0.390323,0.341,0.202787,0.169471,0.109095,0.106129
PF3D7_0613300.1,1.081909,0.638519,0.65819,0.58916,1.308916,0.701451,0.857161,0.310071,0.646076,0.597876,0.856147,0.764811,2.286469,9.911442,28.283588,51.440014,72.793419,71.827446,78.521194,31.872353,18.555315,20.234333,7.581235
PF3D7_0613400.1,9.267113,5.548053,7.100367,6.239992,7.726055,10.983247,12.895521,13.944543,46.46262,85.289604,100.157005,140.298767,179.587463,229.460571,241.934738,260.042145,208.664795,144.614197,113.693909,68.255196,52.785385,41.201618,20.764124
PF3D7_0613500.1,4.418696,1.988942,4.205165,4.680285,8.836691,12.762384,12.177773,17.526285,19.514971,25.053629,22.416489,21.15229,32.382824,26.265066,28.976418,23.963848,18.011913,11.927168,13.196957,3.909804,3.88043,4.813298,2.864793
PF3D7_0613600.1,2.695448,1.082518,1.23171,1.258675,1.062735,1.329728,1.478805,1.579283,1.668202,4.098209,3.133576,4.092226,3.6536,4.684054,7.183131,15.391124,26.769331,27.955845,32.403023,17.400246,13.281708,15.46127,6.37207
PF3D7_0613700.1,2.87747,0.578316,3.607285,4.715156,6.625623,8.40521,10.199595,8.613625,14.826428,14.94057,15.614294,18.496645,23.034504,22.717789,23.856197,26.343027,21.216364,12.943557,10.824826,6.000757,4.82261,6.437444,1.476336
PF3D7_0613800.1,6.30328,2.419893,6.10388,4.316271,5.67581,4.556538,3.376301,2.685313,6.359079,10.757662,4.651822,37.782848,67.123077,117.394234,173.190048,179.136002,122.514244,103.115662,131.173035,8.685754,23.758612,27.358971,11.200349
PF3D7_0613900.1,27.537664,5.490139,9.922185,6.358375,4.152037,0.612346,0.912643,0.668487,0.549867,0.734379,0.799709,1.978431,1.858614,7.648304,33.622532,111.49884,176.746948,220.735825,427.092072,191.773117,152.991272,182.096069,62.01339
PF3D7_0614000.1,1.999302,1.06067,1.52713,2.319047,2.326548,1.809439,1.834202,2.287859,8.816166,13.340451,18.857721,24.87081,23.667023,23.736736,14.715208,17.428642,4.856983,3.197984,5.083835,11.755372,7.121889,8.647841,4.275262
PF3D7_0614100.1,0.181927,0.084634,0.504089,0.517909,0.643092,0.266961,0.171999,0.224156,0.142462,0.313146,0.124713,0.35208,0.584342,2.677934,2.937434,6.779388,0.685791,0.721331,0.16096,0.533195,0.252504,0.651221,0.110413
PF3D7_0614200.1,9.336969,7.200008,8.880342,9.28871,7.289788,6.706461,6.348659,6.776287,7.813517,9.141477,9.753434,8.502692,7.085693,7.018615,4.62229,3.757732,3.933604,1.901263,2.320345,1.781285,2.6268,2.939545,2.49967
PF3D7_0614300.1,6.45735,8.297469,14.601435,27.211645,47.659893,55.662258,43.581982,21.717136,20.395805,20.656822,29.288321,38.280949,47.455566,58.216167,45.719868,51.149712,39.236004,29.413364,23.10861,14.074109,6.19708,11.665608,7.436441
PF3D7_0614400.1,2.238079,2.828859,3.537099,2.135932,1.703086,1.732906,1.170123,0.644474,0.397651,0.409967,0.407815,0.481595,0.200107,0.270329,0.151753,0.258083,0.071018,0.091623,0.069859,0.123334,0.188485,0.516729,0.241323
PF3D7_0614500.1,67.74353,55.344563,71.259499,64.343613,41.965759,57.224865,50.117805,65.430962,62.565807,88.153618,103.379829,77.298729,75.44632,45.427898,26.288059,34.56245,10.420401,8.740066,5.288308,8.342275,12.336268,13.901511,25.645731
PF3D7_0614600.1,0.113331,0.181809,0,0.17888,0.10361,0.082444,0.047005,0.060102,0,0,0.187068,0.124874,0,0.327494,0.923846,1.920882,1.539367,1.830163,1.392806,0.873375,0.300103,0.874769,0.180422
PF3D7_0614700.1,1.360405,0.444511,0.331116,0.159313,1.380146,1.375362,0.659804,0.143469,0.824379,0.228065,0.567354,0.823544,1.538794,3.107724,9.593037,19.798773,27.057343,24.338779,21.742615,12.146318,0.51673,8.361286,2.424094
PF3D7_0614800.1,2.188623,2.651199,4.049382,2.502398,7.623953,8.244963,7.553822,18.646086,36.351852,45.175812,42.740971,48.727894,46.041954,34.855488,43.042953,34.070457,39.028633,26.912832,23.044325,11.584991,9.15827,8.263583,4.264689
PF3D7_0614900.1,0.516051,0.838528,0.262267,0.462957,0.610912,0.569772,0.972242,0.462623,0.910591,2.231807,3.272658,5.820309,8.408343,11.541756,14.101967,17.982653,18.052185,10.42046,11.822664,4.050878,2.645303,2.506957,0.944987
PF3D7_0615000.1,9.977565,13.61609,10.933747,11.728003,10.040347,13.321495,8.879311,6.966282,4.035421,4.050173,5.5163,4.786499,4.583554,3.7017,3.881624,3.696979,2.477391,1.982613,2.335828,2.534501,1.484961,4.700739,2.919399
PF3D7_0615100.1,0.016639,0.065142,0.120304,0.039537,0.176666,0.11951,0.117943,0.142878,0.155427,0.009893,0.037945,0.002613,0.00098,0.012442,0.049682,0.00161,0.00132,0,0.066445,0.116229,0.043596,0.022779,0.171295
PF3D7_0615200.1,0,0,0,0,0,0,0,0,0,0,0,0.467793,0,0,0,0,0,0,0.425912,0,0,0,0.202597
PF3D7_0615300.1,0.593209,0.457051,1.107507,0.678128,0.3578,0.515574,0.447426,0.864744,2.538707,2.565803,4.544163,4.848427,6.623281,6.502351,6.920788,6.866289,5.019378,2.955221,2.331191,0.439575,0.57725,1.145866,0.514325
PF3D7_0615400.1,28.968349,22.119795,31.350492,35.316452,35.726624,35.851765,22.587433,23.625565,22.768997,34.968204,29.356598,38.430794,43.100014,39.371872,46.76635,35.179649,36.280518,22.325584,24.965097,7.983795,9.297997,14.2211,10.471337
PF3D7_0615500.1,4.66746,3.440076,2.833139,3.52408,4.81575,3.746476,2.869907,2.759121,7.769925,13.791071,23.371712,37.858627,53.255306,68.577728,75.923584,70.491249,67.083176,38.171959,35.409073,15.200117,8.902842,11.226541,4.344726
PF3D7_0615600.1,22.624197,14.493423,24.167622,27.013611,25.132034,23.760044,17.554256,15.814111,19.718397,21.297243,19.936399,16.336348,19.710218,15.723624,15.38936,13.219256,13.04703,6.892034,8.794759,4.51508,5.676462,9.633564,7.637895
PF3D7_0615700.1,16.14204,10.234832,12.849353,13.566839,16.378506,16.472448,11.693235,13.927058,15.274595,18.369955,20.313429,20.512205,27.017689,26.341763,21.586245,26.865242,14.93987,14.170383,7.809754,6.224169,4.930246,8.782329,7.080925
PF3D7_0615800.1,2.461831,0.996994,2.031712,2.244475,3.071115,3.672854,3.123289,2.702533,6.252488,8.342311,9.529119,11.579597,14.528589,14.310137,14.570183,15.911251,12.455279,6.107705,7.860064,2.982093,2.488832,1.798941,0.472905
PF3D7_0615900.1,2.324809,1.314065,3.077134,3.476728,6.004759,9.293286,4.546531,7.595523,10.757457,4.726856,12.58964,6.391577,6.782885,8.188711,10.660822,9.155593,8.426092,4.710032,4.32935,0.958169,1.145257,1.570777,0.57786
PF3D7_0616000.1,7.62012,11.045079,8.608995,15.128727,9.528399,55.97438,28.894325,15.80642,58.858994,16.634075,26.760452,57.460361,39.79491,19.639099,7.030989,7.262754,24.088106,0.886874,11.64954,6.246473,8.127173,2.166928,1.370552
PF3D7_0616100.1,0,3.68144,0,2.312392,1.388716,0,4.749988,0,0,4.240099,5.878635,5.618083,7.620872,4.977715,5.811566,5.828202,5.401498,0,3.460018,3.609763,0,2.208742,0
PF3D7_0616200.1,5.679112,2.843971,2.814893,2.359644,3.27828,2.298083,1.662613,4.56239,12.067695,19.94396,26.062309,32.416424,34.48148,39.725632,47.000587,51.411633,43.129677,35.560944,27.737095,14.952232,8.523158,8.247254,3.518683
PF3D7_0616300.1,3.627257,1.231285,3.341931,1.514426,2.690042,0.916285,1.465536,1.335282,0.766935,2.57475,2.793805,2.427324,1.13267,1.581026,1.378708,1.706262,0.560873,0.762008,0.125034,0.152629,0.413094,0.220499,0.38726
PF3D7_0616400.1,2.179247,0.758572,1.485767,1.333231,1.0694,1.52693,1.247284,1.441213,1.833469,3.258026,4.270628,2.534327,3.60608,3.641523,4.13201,4.12002,2.204502,1.968013,1.206547,0.659301,0.704157,1.279281,0.862574
PF3D7_0616500.1,1.094263,0.881471,2.311047,1.025251,1.525734,1.82773,0.620878,0.813204,0.263408,0.645196,0.205933,0.548271,0.140986,0.199653,0.246553,0.351074,0.426837,0.567171,0.582201,0.129303,0.396021,0.420778,0.17725
PF3D7_0616600.1,1.564579,0.768108,2.733854,1.850196,1.643598,1.871702,2.51727,3.005363,5.985968,10.525961,11.062487,18.692593,19.194599,18.692965,23.612911,18.442106,21.23617,10.981368,11.796582,3.95643,3.453236,3.507686,1.299443
PF3D7_0616700.1,0.824294,0.404307,0.375456,0.805833,0.987161,1.194141,1.70998,1.969531,1.747005,2.974377,2.715919,2.203139,1.621789,1.475352,1.921009,1.136847,1.236278,0.507544,0.777982,0.355217,0.881202,0.473272,0.112688
PF3D7_0616800.1,4.059254,2.919125,3.876495,4.906667,6.064106,13.758844,14.96992,13.840496,15.890941,15.480266,19.626173,19.21637,22.655554,19.026651,17.685102,16.304781,10.417585,7.266517,6.385714,3.062162,1.616246,3.73661,1.629784
PF3D7_0616900.1,6.483863,6.522489,9.314883,9.01869,8.978806,8.865707,7.561416,7.621297,10.177276,10.745694,9.094894,8.802279,9.723667,6.722238,7.090721,5.587638,4.676226,2.077693,2.583135,1.550277,1.738879,2.762244,2.278436
PF3D7_0617000.1,17.28343,14.814787,24.459698,22.8181,29.724792,44.506008,53.265038,65.071373,72.845749,71.911316,67.730598,47.75359,35.733372,21.940615,15.453519,8.321779,5.441597,3.864674,4.346217,6.464804,6.886969,8.690545,9.400256
PF3D7_0617100.1,37.416996,26.918768,24.458092,23.481482,20.907389,26.040472,21.561285,15.495018,22.993658,27.113079,8.487778,24.90954,18.492813,16.02232,20.459427,24.988379,32.379433,27.015213,29.608946,15.345072,13.203364,23.169785,8.86327
PF3D7_0617200.1,60.836323,37.960064,52.087498,62.120327,62.996441,80.781036,57.410099,59.560291,62.698315,23.755205,61.600674,67.445068,74.887154,65.190567,67.100883,41.315388,12.19593,32.237534,30.506821,15.098631,12.458462,22.442379,17.155264
PF3D7_0617300.1,3.490282,2.034464,0.297968,1.114749,0,2.005323,2.077283,0,2.52634,0.052653,3.419616,12.055408,13.234874,39.255302,43.736591,24.371927,16.765203,66.444389,62.730972,47.949722,28.961981,28.323437,16.62051
PF3D7_0617400.1,204.941086,170.250473,220.375443,238.092285,248.663437,212.350388,119.470314,69.417274,24.687366,15.154541,8.372902,7.042284,7.327646,3.225906,6.447164,6.757794,8.056334,9.594792,16.133881,15.525661,27.984053,70.840843,56.33371
PF3D7_0617500.1,1.326302,0.217912,0.756728,0.329499,1.748731,0.260387,0,0.912418,0.259611,0,0,0,0.156303,0,0,0.513386,0.567058,0,0.17755,0.523063,0,0,0
PF3D7_0617600.1,2.408661,1.838228,4.598219,3.411849,6.881541,20.970291,38.097607,74.472694,88.726532,113.617798,94.64167,66.939102,51.738903,29.662764,19.401617,13.110644,8.053371,5.290765,6.147431,3.652886,0.88364,1.807062,2.69041
PF3D7_0617700.1,0,0.704489,4.295609,3.002809,3.290376,3.371921,1.523435,2.17061,0.827057,0.451617,0.582352,0.376911,0.479941,0,0,2.475454,1.240997,1.982498,1.28859,0.836168,0,1.300868,0.180473
PF3D7_0617800.1,817.753906,508.770477,610.83197,439.899445,378.249237,438.313141,367.085388,458.904388,1655.912109,3348.37915,4587.836426,6117.976562,7722.385254,9840.024414,13043.26465,16589.70508,16218.36523,14746.02051,11611.96582,8711.250977,6346.286621,4326.133789,2230.25415
PF3D7_0617900.1,267.025482,236.762665,199.227188,179.653214,186.332016,192.089447,183.491455,208.557632,451.284271,693.256592,882.621826,945.854248,1211.554321,1414.717529,1665.758667,1962.630005,2245.245361,2101.653076,1731.774658,1530.168945,1018.886658,866.361816,472.442413
PF3D7_0618000.1,1.872857,0.461207,1.133509,1.376666,0.799613,1.022915,1.159044,0.336413,0.799307,0.775825,1.319457,1.521372,2.066495,9.558897,33.258537,79.288559,109.622238,110.244759,110.519676,57.916672,33.636333,35.513683,11.96672
PF3D7_0618100.1,0.831194,5.382397,0.955279,0.809727,0.620796,1.049517,0.468009,0.977799,1.929944,3.740699,5.308084,4.807208,3.552887,3.004543,3.282708,8.084969,8.102895,6.977139,5.73523,3.981792,2.523355,3.433451,1.266659
PF3D7_0618200.1,33.337749,12.682055,52.474251,48.750164,48.183399,52.130474,41.354496,47.704266,53.901554,57.94735,57.429134,54.175182,62.713081,53.162392,33.916256,28.792141,9.517379,6.390695,4.842058,4.346772,4.990232,6.973583,11.370756
PF3D7_0618300.1,206.05751,167.66684,29.463696,133.590347,54.529671,80.837845,67.450905,175.599121,81.526299,25.91349,70.481636,32.437157,132.319626,57.733131,39.928806,55.431431,30.937397,55.143692,16.123404,48.177723,33.470356,95.918549,90.140335
PF3D7_0618400.1,0,0,0,0,0,0.141979,0,0,0,0,0,0,0,0,0.086844,0,0,0,0,0,0,0,0
PF3D7_0618500.1,6.307065,6.438946,8.169035,8.234085,5.634845,5.830469,5.334225,4.37712,7.638053,15.726972,30.890701,47.241486,70.924622,96.173569,100.526352,93.959389,90.552185,60.669556,56.7155,32.926319,20.47571,16.177824,9.986746
PF3D7_0618600.1,1.985133,1.294804,1.385247,0,0.974253,1.992963,2.30093,6.148245,9.628637,18.649818,22.32641,20.651546,29.94105,23.668638,22.233614,16.408058,12.589447,9.837321,4.409561,6.117475,3.117439,2.694157,3.092416
PF3D7_0618700.1,0,0,1.202537,0.769763,1.219168,0,0.557697,2.841743,5.948853,4.337836,6.729024,3.872413,4.672078,4.442836,5.39793,1.957721,3.884629,1.639419,1.531458,0,0,0,0.936925
PF3D7_0618800.1,0.650771,0.266719,0.544792,0.12909,0.239435,0,0.36969,0.307163,1.712702,2.965659,2.066079,2.284973,3.56899,2.322258,2.153772,2.36497,2.035763,1.626377,0.603797,1.078276,0.556414,0.241182,0
PF3D7_0618900.1,0.023273,0,0.246529,0.391069,0.097639,0.283848,0,0,1.569994,2.038007,2.906888,3.848091,7.137313,6.474443,6.490124,7.757537,7.588806,5.119076,3.418003,2.071233,1.756914,1.061184,0.515926
PF3D7_0618900.2,0,0,0,0,0,0,0,0,0,0,0.676551,0.772274,0.534201,0,2.741266,0,0,0,0,0,0,0,0
PF3D7_0619000.1,28.966387,0.427138,0.523826,11.036008,16.887079,22.978865,7.425512,16.372564,13.283142,28.245676,17.975187,22.243593,32.307156,18.397547,24.411259,24.034494,27.59107,16.772371,0.209206,0,0.36311,11.430441,4.01783
PF3D7_0619000.2,0,0,35.133625,25.864553,24.726995,25.559664,31.961971,23.210758,36.449509,36.299885,39.447273,44.405785,39.478886,48.861782,46.458385,42.568787,32.360752,18.332945,37.82222,9.104559,0,0.433037,4.516466
PF3D7_0619100.1,2.150146,1.518696,2.366236,2.995078,3.149967,3.615939,4.122861,2.501077,4.130915,4.73291,3.902712,4.746329,4.279281,5.29705,4.965618,4.424368,3.359165,3.253774,1.93282,1.296762,0,1.279264,0.56974
PF3D7_0619200.1,41.045025,22.776165,25.632198,21.668222,22.962111,20.623917,12.986654,11.910379,13.415448,13.551487,12.630795,15.434331,15.367213,14.845354,16.135057,15.237226,15.602456,9.119303,10.035148,5.636916,6.00473,9.492552,8.697914
PF3D7_0619300.1,0.688128,0.227322,0.729854,0.702732,0.780222,0.78882,0.364146,0.937099,2.508178,3.020103,2.849846,3.14632,4.032928,0.587623,3.090358,2.459978,2.492979,0.902304,1.03194,0.459452,0.408216,0.371728,0.317573
PF3D7_0619400.1,111.190689,129.370743,183.162659,195.081863,233.975723,296.30246,252.985657,284.844482,424.999054,581.484924,599.477722,577.832214,752.678711,760.448425,722.938904,693.72644,539.350525,397.673981,384.235321,208.331406,139.226685,161.559509,95.508171
PF3D7_0619500.1,2.125575,1.682612,4.313542,4.266735,5.17515,5.276377,4.781751,4.969974,7.48562,10.128896,11.031754,9.171909,9.517433,6.901981,6.613957,6.216161,4.414491,1.842884,1.779214,0.640294,1.029279,1.525177,0.808689
PF3D7_0619600.1,0.04186,0.306276,0.355068,0.646881,0.355076,0.342319,0.404401,1.044728,1.047957,2.194011,3.064611,1.562904,2.568222,1.280877,0.99472,1.255397,0.492373,0.62698,0.265084,0,0.135652,0.028318,0.121108
PF3D7_0619700.1,1.931911,0.367965,0.924155,0.607131,0.920546,0,0.761437,0.607493,0.577926,1.273427,1.597436,2.507956,5.444715,9.219888,9.628602,11.072214,9.833466,8.618977,4.367211,4.099185,1.854543,2.04152,0.939531
PF3D7_0619800.1,2.001776,0.809322,4.922716,1.713276,5.983592,5.682879,4.624511,5.007532,6.330907,8.833505,8.786712,10.513701,6.239785,8.929208,5.287011,5.450938,4.180929,2.571466,3.996492,1.863711,1.732028,2.906238,0.932043
PF3D7_0619900.1,7.94881,9.369745,12.328463,10.350846,13.203941,12.820638,9.430163,10.567627,11.189528,11.865836,11.65086,11.462603,13.712518,9.817188,7.923278,8.879183,7.732656,8.024897,7.782376,7.611751,4.960594,7.67675,4.346467
PF3D7_0620000.1,0.214232,0.744506,2.056307,0.905184,0.931183,0.789017,0.602721,0.707547,0.131717,0.449983,0.625943,1.050486,0.211536,0,0.109438,0.204221,0.205885,0.113706,0.112645,0.261561,0.107326,0,0.324244
PF3D7_0620100.1,0,0,0,0,0.155098,0.304759,0,0.666014,1.03502,1.323236,2.238036,1.808244,2.468189,1.788038,1.291074,0.775333,0.283244,0.551506,1.025704,1.421381,0.171087,0,0.257719
PF3D7_0620200.1,0.203419,0.103056,0.430999,0.221464,0.171533,0.057337,0.250051,0,0.148113,0.133554,0,0.157898,0.263758,0.055196,0.245347,0.744411,1.257058,0.734703,0.328473,0.099671,0.250325,0.098205,0
PF3D7_0620300.1,0.248284,0.055083,0.02547,0.255942,0.092111,0.177179,0.300178,0.416389,0.206685,0.505808,0.672834,0.400023,0.616364,0.890709,2.427527,6.339951,4.968971,6.034683,6.984705,3.254563,1.31414,2.287697,0.721997
PF3D7_0620400.1,3.303876,2.628833,3.200777,2.42654,1.494563,3.077814,1.56872,1.56565,1.00159,0.864928,1.760868,2.447236,3.926627,15.751673,39.523685,92.476776,120.997253,122.062271,146.514999,58.636902,31.910616,43.652569,15.754164
PF3D7_0620500.1,11.275606,9.209869,12.97127,11.087009,10.782493,9.691979,9.173531,8.461563,9.290103,12.811157,11.326195,10.932946,10.492843,8.534259,9.193072,9.731499,10.38519,7.151083,7.998444,6.29989,5.259897,8.578347,5.288067
PF3D7_0620600.1,0.60373,0.517359,0.081689,0.397012,0.214774,0.303548,0.656598,0.236217,0.216244,0.541506,0.23278,0.108866,0.328774,0.337911,0.290877,0.04231,0.482172,0.268524,0.040981,0,0.27564,0.304597,0.202301
PF3D7_0620700.1,0.397797,0.426387,0,0.221207,0.047909,0.090139,0.449018,0.101862,0.132722,0.544038,0.790671,0.498887,1.962647,2.576543,3.80601,7.801479,4.55316,3.665354,3.231354,1.943536,1.88175,2.18948,0.389548
PF3D7_0620800.1,4.984772,17.519796,6.568126,10.508267,16.118147,25.995363,16.416634,50.902042,42.525085,55.971203,44.676689,34.716045,41.768784,36.11047,52.182434,36.519367,22.795485,19.1469,9.521523,6.680514,5.883216,8.729105,6.037576
PF3D7_0620900.1,7.03843,10.942828,17.814016,11.988124,13.83915,20.564255,26.065393,27.305029,64.937836,58.310833,81.349426,47.854839,68.637009,51.120049,50.455193,26.586002,13.435271,9.453802,0,0,3.602156,2.238766,1.751608
PF3D7_0621000.1,1.085678,0.756196,1.193485,1.425657,1.458382,2.248893,2.068915,2.321794,3.956056,3.48402,4.465421,4.212703,5.404565,3.834316,2.681153,2.90794,2.129377,1.299267,1.573772,0.622772,0.242431,0.743315,0.235695
PF3D7_0621100.1,2.128162,1.115031,1.270255,1.081927,1.445351,1.251292,1.034952,0.769732,0.965868,1.868894,2.421143,3.978078,5.11191,14.235375,35.239723,56.416168,64.001251,57.48082,50.546551,23.30151,13.076485,15.8255,5.249525
PF3D7_0621200.1,139.849319,205.439102,286.162689,368.531586,498.819946,3.22859,846.338562,1057.016113,855.388977,775.129822,548.002686,308.503601,284.413086,141.16037,91.439651,62.457123,48.41692,35.941723,40.682785,38.504898,54.601936,92.888725,98.415756
PF3D7_0621300.1,10.772048,8.02023,9.074433,9.45837,7.423681,6.948127,7.079103,6.022278,5.571827,4.895902,4.176136,3.489721,2.59909,1.588601,1.535264,1.355082,1.337661,1.166841,1.185405,1.107463,1.717553,3.259125,2.728093
PF3D7_0621350.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162668,0,0,0,0,0.122847
PF3D7_0621400.1,9.020658,6.054571,2.739964,2.313317,5.310025,2.64073,3.063799,1.233556,1.160091,0.394225,0.885776,0.465863,1.355683,0.382976,1.129618,2.478479,3.111525,4.56097,6.243026,3.331842,1.573769,4.101318,1.841667
PF3D7_0621500.1,0.487795,0.723791,0.442328,0.430738,0.916012,1.640542,0.904283,0.357477,1.385334,1.615727,2.134026,1.99288,1.509372,2.390258,1.287387,3.027707,1.755471,1.748697,0.612525,1.335932,0.079484,0.97735,0.203229
PF3D7_0621600.1,0,4.222997,1.221711,5.221931,5.122291,0,0,7.01562,5.436568,7.402997,6.99606,2.209356,3.701632,0,5.392243,2.555891,0,0,1.858647,0,0.848918,0,0
PF3D7_0621700.1,0.913797,0.775727,0.819011,1.191802,0.856473,0.808514,1.14972,1.817869,3.827081,4.407042,4.566467,4.640247,3.547378,2.364943,2.04458,1.60522,0.931306,0.924008,0.923032,0.170893,0.589254,0.260545,0.529175
